origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Kurunegala,Batticaloa,Kurunegala_Batticaloa_B,B,60,53,low,67,10.506,Normal,Atto 3,light_rain,0
Kurunegala,Batticaloa,Kurunegala_Batticaloa_C,C,45,20,medium,141,7.272,Normal,Leaf,cloudy,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,115,53,low,130,19.32,Normal,Model 3,monsoon,1
Kandy,Kurunegala,Kandy_Kurunegala_B,B,131,56,medium,147,23.58,Normal,ZS EV,sunny,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,123,74,low,99,19.926,Normal,Model 3,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,133,56,low,142,24.419,Normal,Atto 3,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,116,33,medium,221,17.922,Normal,Model 3,light_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_C,C,116,67,low,103,18.746,Normal,Leaf,cloudy,1
Matara,Colombo,Matara_Colombo_A,A,41,40,medium,64,7.97,Normal,ZS EV,heavy_rain,0
Matara,Colombo,Matara_Colombo_B,B,32,57,high,40,5.875,Normal,Atto 3,heavy_rain,0
Matara,Colombo,Matara_Colombo_C,C,30,40,high,54,5.04,Normal,Model 3,monsoon,1
Matara,Kurunegala,Matara_Kurunegala_A,A,23,46,low,30,3.864,Normal,Model 3,monsoon,0
Matara,Kurunegala,Matara_Kurunegala_B,B,26,50,medium,32,4.16,Normal,Leaf,sunny,0
Matara,Kurunegala,Matara_Kurunegala_C,C,22,52,medium,26,3.555,Normal,Leaf,cloudy,1
Ratnapura,Galle,Ratnapura_Galle_A,A,69,59,medium,73,10.874,Eco,Atto 3,light_rain,1
Ratnapura,Galle,Ratnapura_Galle_B,B,88,61,high,103,13.868,Eco,Atto 3,light_rain,0
Ratnapura,Galle,Ratnapura_Galle_C,C,72,60,low,72,13.219,Normal,Atto 3,heavy_rain,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,29,68,high,30,4.481,Normal,Model 3,light_rain,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,39,55,medium,44,6.427,Normal,Leaf,light_rain,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,41,52,low,47,7.601,Normal,ZS EV,light_rain,0
Matara,Jaffna,Matara_Jaffna_A,A,24,36,high,48,3.84,Normal,Leaf,sunny,0
Matara,Jaffna,Matara_Jaffna_B,B,23,45,high,36,4.14,Normal,ZS EV,sunny,0
Matara,Jaffna,Matara_Jaffna_C,C,25,63,low,23,4.0,Normal,Leaf,sunny,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_A,A,33,46,high,51,6.059,Normal,Atto 3,heavy_rain,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_B,B,38,42,medium,57,6.262,Normal,Leaf,light_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_C,C,46,59,low,46,7.949,Normal,Leaf,heavy_rain,0
Matara,Trincomalee,Matara_Trincomalee_A,A,47,46,high,73,8.122,Normal,Leaf,heavy_rain,0
Matara,Trincomalee,Matara_Trincomalee_B,B,43,61,medium,44,6.378,Eco,Leaf,light_rain,1
Matara,Trincomalee,Matara_Trincomalee_C,C,51,31,low,98,9.455,Normal,ZS EV,light_rain,0
Galle,Anuradhapura,Galle_Anuradhapura_A,A,148,43,low,206,33.035,Aggressive,Atto 3,cloudy,0
Galle,Anuradhapura,Galle_Anuradhapura_B,B,130,29,low,268,23.868,Normal,Atto 3,heavy_rain,0
Galle,Anuradhapura,Galle_Anuradhapura_C,C,134,36,high,268,23.155,Normal,Leaf,heavy_rain,1
Matara,Kandy,Matara_Kandy_A,A,103,50,high,148,20.023,Normal,ZS EV,heavy_rain,0
Matara,Kandy,Matara_Kandy_B,B,125,47,low,159,20.858,Eco,ZS EV,light_rain,0
Matara,Kandy,Matara_Kandy_C,C,103,54,medium,120,13.905,Eco,Model 3,sunny,1
Galle,Batticaloa,Galle_Batticaloa_A,A,77,44,high,126,17.938,Aggressive,Leaf,monsoon,0
Galle,Batticaloa,Galle_Batticaloa_B,B,74,60,high,88,11.84,Normal,Leaf,sunny,1
Galle,Batticaloa,Galle_Batticaloa_C,C,79,41,medium,121,13.054,Eco,Atto 3,heavy_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_A,A,65,35,low,111,12.376,Normal,Atto 3,monsoon,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,63,56,low,67,14.341,Aggressive,Atto 3,light_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_C,C,45,30,high,108,6.674,Eco,Leaf,light_rain,1
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,110,58,high,136,20.944,Normal,Atto 3,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,116,42,high,198,17.925,Eco,Atto 3,cloudy,1
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,107,26,high,296,18.49,Normal,Leaf,heavy_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_A,A,55,54,low,61,8.554,Eco,Leaf,heavy_rain,1
Kurunegala,Kandy,Kurunegala_Kandy_B,B,61,58,low,63,10.931,Normal,Leaf,monsoon,0
Kurunegala,Kandy,Kurunegala_Kandy_C,C,69,40,low,103,11.923,Normal,Leaf,heavy_rain,0
Jaffna,Galle,Jaffna_Galle_A,A,133,49,low,162,24.419,Normal,Atto 3,heavy_rain,0
Jaffna,Galle,Jaffna_Galle_B,B,119,50,low,142,21.42,Normal,ZS EV,sunny,0
Jaffna,Galle,Jaffna_Galle_C,C,103,59,low,104,15.574,Eco,Model 3,monsoon,1
Colombo,Trincomalee,Colombo_Trincomalee_A,A,138,54,medium,161,21.321,Normal,Model 3,light_rain,0
Colombo,Trincomalee,Colombo_Trincomalee_B,B,110,62,medium,111,17.335,Eco,Atto 3,light_rain,1
Colombo,Trincomalee,Colombo_Trincomalee_C,C,116,48,high,174,24.852,Aggressive,Leaf,light_rain,0
Jaffna,Kandy,Jaffna_Kandy_A,A,125,41,low,182,21.25,Normal,Atto 3,sunny,0
Jaffna,Kandy,Jaffna_Kandy_B,B,113,68,medium,104,17.459,Normal,Model 3,light_rain,1
Jaffna,Kandy,Jaffna_Kandy_C,C,122,47,medium,163,20.159,Eco,Atto 3,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_A,A,57,52,medium,69,8.618,Eco,Model 3,monsoon,1
Colombo,Kandy,Colombo_Kandy_B,B,62,65,medium,60,10.416,Normal,Model 3,monsoon,0
Colombo,Kandy,Colombo_Kandy_C,C,73,37,medium,124,13.899,Normal,Atto 3,monsoon,0
Kandy,Jaffna,Kandy_Jaffna_A,A,60,61,high,70,11.016,Normal,Atto 3,heavy_rain,0
Kandy,Jaffna,Kandy_Jaffna_B,B,65,70,high,66,11.232,Normal,Leaf,heavy_rain,0
Kandy,Jaffna,Kandy_Jaffna_C,C,56,47,medium,75,8.4,Normal,Model 3,sunny,1
Colombo,Galle,Colombo_Galle_A,A,119,31,low,230,19.992,Normal,Model 3,monsoon,0
Colombo,Galle,Colombo_Galle_B,B,112,58,high,139,21.325,Normal,Atto 3,monsoon,0
Colombo,Galle,Colombo_Galle_C,C,97,45,low,129,17.46,Normal,ZS EV,sunny,1
Kurunegala,Kandy,Kurunegala_Kandy_A,A,35,52,high,48,5.6,Normal,Leaf,sunny,1
Kurunegala,Kandy,Kurunegala_Kandy_B,B,46,46,low,60,8.942,Normal,ZS EV,heavy_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_C,C,39,71,medium,34,6.427,Normal,Leaf,light_rain,0
Colombo,Kandy,Colombo_Kandy_A,A,44,47,medium,58,6.6,Normal,Model 3,sunny,1
Colombo,Kandy,Colombo_Kandy_B,B,45,50,high,64,11.794,Aggressive,ZS EV,monsoon,0
Colombo,Kandy,Colombo_Kandy_C,C,54,26,medium,130,8.709,Eco,Leaf,monsoon,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,92,58,low,95,13.938,Normal,Model 3,cloudy,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,86,43,low,120,12.756,Eco,Leaf,light_rain,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,106,40,high,190,19.08,Normal,ZS EV,sunny,0
Colombo,Trincomalee,Colombo_Trincomalee_A,A,137,23,high,428,19.925,Eco,Leaf,cloudy,0
Colombo,Trincomalee,Colombo_Trincomalee_B,B,121,54,low,134,21.683,Normal,Leaf,monsoon,0
Colombo,Trincomalee,Colombo_Trincomalee_C,C,102,63,high,116,17.136,Normal,Model 3,monsoon,1
Galle,Kandy,Galle_Kandy_A,A,79,30,medium,165,13.564,Normal,Atto 3,cloudy,0
Galle,Kandy,Galle_Kandy_B,B,78,47,high,119,13.393,Normal,Atto 3,cloudy,1
Galle,Kandy,Galle_Kandy_C,C,97,47,low,123,18.469,Normal,Atto 3,monsoon,0
Kandy,Trincomalee,Kandy_Trincomalee_A,A,106,59,low,107,14.31,Eco,Model 3,sunny,0
Kandy,Trincomalee,Kandy_Trincomalee_B,B,88,58,high,109,14.256,Normal,Model 3,heavy_rain,1
Kandy,Trincomalee,Kandy_Trincomalee_C,C,96,38,medium,159,16.32,Normal,Atto 3,sunny,0
Jaffna,Kandy,Jaffna_Kandy_A,A,91,58,low,94,22.998,Aggressive,ZS EV,heavy_rain,0
Jaffna,Kandy,Jaffna_Kandy_B,B,86,44,medium,123,13.287,Normal,Model 3,light_rain,1
Jaffna,Kandy,Jaffna_Kandy_C,C,114,40,low,171,17.729,Eco,Leaf,heavy_rain,0
Kurunegala,Galle,Kurunegala_Galle_A,A,58,59,medium,61,11.275,Normal,ZS EV,heavy_rain,0
Kurunegala,Galle,Kurunegala_Galle_B,B,57,41,medium,87,10.853,Normal,Atto 3,monsoon,1
Kurunegala,Galle,Kurunegala_Galle_C,C,74,50,medium,93,13.453,Normal,ZS EV,cloudy,0
Jaffna,Kandy,Jaffna_Kandy_A,A,78,49,high,114,15.21,Aggressive,Model 3,sunny,0
Jaffna,Kandy,Jaffna_Kandy_B,B,80,54,low,88,12.8,Normal,Leaf,sunny,0
Jaffna,Kandy,Jaffna_Kandy_C,C,68,42,medium,102,12.24,Normal,ZS EV,sunny,1
Matara,Kurunegala,Matara_Kurunegala_A,A,44,48,medium,57,9.152,Aggressive,Leaf,sunny,1
Matara,Kurunegala,Matara_Kurunegala_B,B,61,75,medium,51,11.2,Normal,Atto 3,heavy_rain,0
Matara,Kurunegala,Matara_Kurunegala_C,C,57,32,low,106,9.234,Normal,Model 3,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,32,68,high,33,5.806,Eco,ZS EV,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,26,30,high,62,3.615,Eco,Model 3,light_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,34,53,medium,40,6.12,Normal,ZS EV,sunny,0
Matara,Kurunegala,Matara_Kurunegala_A,A,55,54,high,73,8.158,Eco,Leaf,light_rain,1
Matara,Kurunegala,Matara_Kurunegala_B,B,56,60,low,56,12.5,Aggressive,Atto 3,cloudy,0
Matara,Kurunegala,Matara_Kurunegala_C,C,64,57,low,67,9.216,Eco,Leaf,sunny,0
Matara,Batticaloa,Matara_Batticaloa_A,A,35,60,low,35,6.01,Normal,Atto 3,cloudy,0
Matara,Batticaloa,Matara_Batticaloa_B,B,30,68,low,26,5.141,Eco,Atto 3,monsoon,1
Matara,Batticaloa,Matara_Batticaloa_C,C,36,48,low,45,6.299,Eco,ZS EV,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,61,52,low,70,9.426,Eco,Atto 3,cloudy,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,58,34,medium,107,8.065,Eco,Model 3,light_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,62,26,medium,150,11.805,Normal,Atto 3,monsoon,0
Batticaloa,Matara,Batticaloa_Matara_A,A,50,38,medium,82,6.953,Eco,Model 3,light_rain,1
Batticaloa,Matara,Batticaloa_Matara_B,B,53,55,low,57,9.01,Normal,Atto 3,sunny,0
Batticaloa,Matara,Batticaloa_Matara_C,C,44,53,high,59,8.87,Normal,ZS EV,monsoon,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_A,A,97,41,medium,149,15.644,Eco,Leaf,monsoon,1
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_B,B,111,64,low,104,27.475,Aggressive,Atto 3,monsoon,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_C,C,114,54,medium,133,18.24,Normal,Leaf,sunny,0
Trincomalee,Matara,Trincomalee_Matara_A,A,56,39,medium,90,11.794,Aggressive,Model 3,heavy_rain,0
Trincomalee,Matara,Trincomalee_Matara_B,B,61,59,low,62,9.838,Eco,Leaf,monsoon,1
Trincomalee,Matara,Trincomalee_Matara_C,C,55,38,low,86,12.87,Aggressive,ZS EV,sunny,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,26,36,high,52,3.939,Normal,Model 3,cloudy,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,29,49,low,35,4.779,Normal,Leaf,light_rain,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,36,42,high,61,5.76,Normal,Leaf,sunny,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,80,64,low,75,14.008,Normal,Atto 3,light_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,79,39,high,145,12.741,Eco,Leaf,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,80,63,medium,80,12.12,Normal,Model 3,cloudy,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,111,30,medium,233,18.87,Normal,Atto 3,sunny,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,101,77,medium,82,16.968,Normal,Model 3,monsoon,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,106,53,low,120,23.15,Aggressive,Model 3,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,32,50,high,46,4.45,Eco,Model 3,light_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_B,B,33,36,high,66,5.778,Normal,Atto 3,light_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_C,C,36,47,medium,48,6.221,Normal,Leaf,heavy_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,70,58,medium,76,11.29,Eco,Leaf,monsoon,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,63,31,medium,128,11.431,Eco,ZS EV,monsoon,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,58,51,high,81,9.939,Eco,Atto 3,monsoon,1
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,54,33,low,98,9.455,Normal,Atto 3,light_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,55,41,high,96,8.91,Normal,Model 3,heavy_rain,1
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,57,80,high,51,10.214,Normal,Leaf,monsoon,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,50,66,high,54,9.18,Normal,Atto 3,heavy_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,39,53,high,52,5.85,Normal,Model 3,sunny,1
Anuradhapura,Galle,Anuradhapura_Galle_C,C,49,31,high,113,7.572,Eco,Atto 3,cloudy,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,103,61,high,121,16.48,Normal,Leaf,sunny,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,109,46,medium,149,24.33,Aggressive,Atto 3,cloudy,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,140,62,medium,142,23.99,Eco,Atto 3,monsoon,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,21,46,low,27,3.054,Eco,Leaf,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,23,53,low,26,4.14,Normal,ZS EV,sunny,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,21,47,low,26,2.92,Eco,Model 3,light_rain,1
Ratnapura,Kurunegala,Ratnapura_Kurunegala_A,A,35,50,high,50,5.09,Eco,Leaf,cloudy,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_B,B,29,53,medium,34,4.218,Eco,Leaf,cloudy,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_C,C,27,47,medium,36,4.171,Normal,Model 3,light_rain,1
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,73,69,low,63,11.281,Eco,Atto 3,cloudy,0
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,71,39,low,109,11.042,Eco,Leaf,heavy_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,67,47,medium,89,10.351,Normal,Model 3,light_rain,1
Trincomalee,Jaffna,Trincomalee_Jaffna_A,A,87,74,high,84,14.338,Normal,Leaf,light_rain,0
Trincomalee,Jaffna,Trincomalee_Jaffna_B,B,89,66,high,97,12.944,Eco,Leaf,cloudy,1
Trincomalee,Jaffna,Trincomalee_Jaffna_C,C,99,51,low,116,13.499,Eco,Model 3,cloudy,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,57,41,low,83,10.363,Normal,ZS EV,cloudy,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,54,66,high,58,9.18,Normal,Atto 3,sunny,1
Kandy,Kurunegala,Kandy_Kurunegala_C,C,52,57,medium,57,9.547,Normal,Atto 3,heavy_rain,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,113,64,medium,111,22.255,Aggressive,Model 3,cloudy,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,132,40,high,237,21.289,Eco,Leaf,monsoon,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,119,36,medium,208,18.028,Normal,Model 3,cloudy,1
Kandy,Ratnapura,Kandy_Ratnapura_A,A,111,58,high,137,21.645,Aggressive,Model 3,sunny,0
Kandy,Ratnapura,Kandy_Ratnapura_B,B,102,53,medium,121,16.524,Normal,Model 3,heavy_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_C,C,95,35,low,162,14.25,Normal,Model 3,sunny,1
Kurunegala,Colombo,Kurunegala_Colombo_A,A,43,53,medium,51,7.74,Normal,ZS EV,sunny,1
Kurunegala,Colombo,Kurunegala_Colombo_B,B,54,75,medium,45,14.152,Aggressive,ZS EV,monsoon,0
Kurunegala,Colombo,Kurunegala_Colombo_C,C,58,39,medium,93,7.908,Eco,Model 3,cloudy,0
Galle,Ratnapura,Galle_Ratnapura_A,A,76,39,low,116,13.133,Normal,Leaf,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_B,B,68,57,high,85,10.506,Normal,Model 3,light_rain,1
Galle,Ratnapura,Galle_Ratnapura_C,C,55,37,low,89,11.783,Aggressive,Leaf,light_rain,0
Colombo,Jaffna,Colombo_Jaffna_A,A,53,55,medium,60,9.273,Eco,ZS EV,heavy_rain,0
Colombo,Jaffna,Colombo_Jaffna_B,B,45,43,high,75,7.416,Normal,Leaf,light_rain,1
Colombo,Jaffna,Colombo_Jaffna_C,C,55,48,medium,72,8.999,Eco,ZS EV,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,60,53,medium,71,9.0,Normal,Model 3,sunny,1
Anuradhapura,Galle,Anuradhapura_Galle_B,B,50,40,high,90,9.09,Normal,ZS EV,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,60,49,medium,77,9.09,Normal,Model 3,cloudy,0
Jaffna,Galle,Jaffna_Galle_A,A,95,58,medium,103,18.088,Normal,Atto 3,monsoon,0
Jaffna,Galle,Jaffna_Galle_B,B,86,39,low,132,12.756,Eco,Leaf,light_rain,1
Jaffna,Galle,Jaffna_Galle_C,C,94,35,high,193,19.552,Aggressive,Leaf,sunny,0
Galle,Kurunegala,Galle_Kurunegala_A,A,32,44,low,43,5.12,Normal,Leaf,sunny,1
Galle,Kurunegala,Galle_Kurunegala_B,B,32,52,high,44,6.451,Normal,ZS EV,monsoon,0
Galle,Kurunegala,Galle_Kurunegala_C,C,36,56,low,38,6.451,Normal,Leaf,monsoon,0
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,49,51,high,69,8.413,Normal,Atto 3,cloudy,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,43,25,low,103,6.579,Eco,Atto 3,sunny,1
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,48,74,low,38,10.483,Aggressive,Model 3,monsoon,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,80,30,high,192,18.907,Aggressive,ZS EV,cloudy,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,78,60,medium,81,12.854,Normal,Leaf,light_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,71,45,medium,99,10.757,Normal,Model 3,cloudy,1
Kandy,Batticaloa,Kandy_Batticaloa_A,A,111,26,medium,268,25.974,Aggressive,ZS EV,sunny,0
Kandy,Batticaloa,Kandy_Batticaloa_B,B,120,49,high,176,22.248,Normal,ZS EV,light_rain,1
Kandy,Batticaloa,Kandy_Batticaloa_C,C,123,59,medium,131,24.225,Aggressive,Model 3,cloudy,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_A,A,90,70,medium,81,17.136,Normal,Atto 3,monsoon,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_B,B,70,77,medium,57,11.34,Normal,Model 3,heavy_rain,1
Trincomalee,Ratnapura,Trincomalee_Ratnapura_C,C,70,47,medium,93,14.112,Normal,ZS EV,monsoon,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_A,A,73,57,medium,80,15.184,Aggressive,Leaf,sunny,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_B,B,67,62,medium,68,10.72,Normal,Leaf,sunny,1
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_C,C,65,49,medium,83,10.635,Eco,ZS EV,cloudy,0
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,34,51,high,48,4.896,Eco,Leaf,sunny,1
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,37,47,medium,49,5.979,Normal,Leaf,cloudy,0
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,36,38,low,56,8.911,Aggressive,Atto 3,monsoon,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,40,57,medium,44,5.933,Eco,Leaf,light_rain,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,39,69,medium,35,7.582,Normal,ZS EV,heavy_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,44,62,high,51,6.6,Normal,Model 3,sunny,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,62,83,high,53,10.54,Normal,Atto 3,sunny,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,46,47,low,58,9.06,Aggressive,Model 3,cloudy,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,58,40,high,104,9.744,Normal,Model 3,monsoon,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,25,41,medium,38,3.788,Normal,Model 3,cloudy,1
Matara,Anuradhapura,Matara_Anuradhapura_B,B,25,43,high,41,4.25,Normal,Atto 3,sunny,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,21,32,low,39,3.818,Normal,ZS EV,cloudy,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,29,51,high,40,4.698,Normal,Model 3,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,41,49,low,50,8.613,Aggressive,Leaf,cloudy,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,33,56,high,42,4.589,Eco,Model 3,light_rain,1
Jaffna,Ratnapura,Jaffna_Ratnapura_A,A,34,40,high,61,4.896,Eco,Leaf,sunny,0
Jaffna,Ratnapura,Jaffna_Ratnapura_B,B,34,36,high,68,5.953,Normal,Atto 3,light_rain,0
Jaffna,Ratnapura,Jaffna_Ratnapura_C,C,32,52,medium,38,4.654,Eco,Leaf,cloudy,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_A,A,26,67,low,23,5.462,Aggressive,Leaf,cloudy,0
Kurunegala,Batticaloa,Kurunegala_Batticaloa_B,B,28,33,high,61,4.76,Normal,Atto 3,sunny,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_C,C,34,60,high,40,5.712,Normal,Model 3,monsoon,0
Ratnapura,Matara,Ratnapura_Matara_A,A,66,36,low,110,10.264,Eco,Leaf,heavy_rain,0
Ratnapura,Matara,Ratnapura_Matara_B,B,54,41,low,79,9.253,Eco,Atto 3,monsoon,1
Ratnapura,Matara,Ratnapura_Matara_C,C,66,61,high,77,12.566,Normal,Atto 3,monsoon,0
Kandy,Jaffna,Kandy_Jaffna_A,A,83,67,medium,78,16.733,Normal,ZS EV,monsoon,0
Kandy,Jaffna,Kandy_Jaffna_B,B,73,44,low,99,9.855,Eco,Model 3,sunny,1
Kandy,Jaffna,Kandy_Jaffna_C,C,81,45,high,129,11.81,Eco,Model 3,heavy_rain,0
Trincomalee,Galle,Trincomalee_Galle_A,A,97,49,high,142,16.971,Eco,ZS EV,heavy_rain,1
Trincomalee,Galle,Trincomalee_Galle_B,B,105,41,medium,161,17.64,Normal,Model 3,monsoon,0
Trincomalee,Galle,Trincomalee_Galle_C,C,97,45,high,155,24.009,Aggressive,Atto 3,monsoon,0
Trincomalee,Matara,Trincomalee_Matara_A,A,100,48,high,150,19.695,Aggressive,Model 3,cloudy,0
Trincomalee,Matara,Trincomalee_Matara_B,B,116,35,high,238,19.72,Normal,Atto 3,sunny,0
Trincomalee,Matara,Trincomalee_Matara_C,C,111,63,medium,111,16.184,Eco,Model 3,heavy_rain,1
Kurunegala,Galle,Kurunegala_Galle_A,A,78,54,high,104,16.224,Aggressive,Leaf,sunny,1
Kurunegala,Galle,Kurunegala_Galle_B,B,96,46,high,150,16.81,Normal,Atto 3,light_rain,0
Kurunegala,Galle,Kurunegala_Galle_C,C,87,50,medium,109,17.474,Aggressive,Model 3,light_rain,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_A,A,100,47,medium,134,15.45,Normal,Model 3,light_rain,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_B,B,109,54,high,145,21.974,Normal,ZS EV,monsoon,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_C,C,106,41,low,155,16.96,Normal,Leaf,sunny,0
Kandy,Ratnapura,Kandy_Ratnapura_A,A,74,50,high,106,12.957,Normal,Atto 3,light_rain,1
Kandy,Ratnapura,Kandy_Ratnapura_B,B,85,46,low,110,15.759,Normal,ZS EV,light_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_C,C,100,57,medium,110,14.832,Eco,Leaf,light_rain,0
Matara,Jaffna,Matara_Jaffna_A,A,49,67,medium,46,7.409,Eco,Model 3,monsoon,0
Matara,Jaffna,Matara_Jaffna_B,B,38,51,medium,46,6.977,Normal,Atto 3,heavy_rain,1
Matara,Jaffna,Matara_Jaffna_C,C,45,35,low,77,8.262,Normal,Atto 3,heavy_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_A,A,100,42,medium,150,16.16,Normal,Leaf,cloudy,1
Batticaloa,Kurunegala,Batticaloa_Kurunegala_B,B,129,53,high,175,25.078,Normal,ZS EV,heavy_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_C,C,138,21,medium,414,26.827,Normal,ZS EV,heavy_rain,0
